x,y,z,vx,vy,vz,gmag,bprp
-8.216,-0.048,0.005,-66.711,187.438,10.763,5.104,0.961
-8.290,-0.040,-0.061,-1.884,229.576,-15.017,7.852,1.743
-8.305,-0.039,0.122,18.197,224.264,-5.133,2.112,1.105
-8.287,0.096,0.056,-25.093,230.198,-10.491,4.586,0.801
-8.264,0.070,-0.031,22.589,245.845,-7.030,3.565,0.669
-8.333,0.094,0.021,6.448,234.739,-16.058,5.773,1.029
-8.237,0.067,-0.009,19.663,200.617,29.174,7.127,1.600
-8.305,0.099,0.036,-4.218,241.029,12.096,8.243,1.870
-8.237,-0.069,0.065,2.119,225.221,1.081,4.791,1.100
-8.207,0.032,0.012,-35.391,205.750,-24.336,7.482,1.706
-8.280,-0.087,-0.014,-4.066,190.774,-3.098,6.710,1.442
-8.215,-0.044,-0.000,9.006,234.843,3.221,8.617,2.059
-8.219,0.002,-0.028,-55.164,199.633,1.024,7.488,1.759
-8.250,0.079,0.064,-15.280,234.288,11.976,7.981,1.765
-8.229,-0.069,0.022,1.151,274.050,-6.222,6.737,1.342
-8.325,0.096,0.043,-61.290,211.794,17.137,6.335,1.208
-8.377,0.027,0.088,-3.271,251.565,6.659,3.095,0.606
-8.283,-0.095,0.005,37.690,244.286,-24.481,4.651,0.839
-8.236,-0.048,0.090,-21.795,230.050,8.193,7.133,1.539
-8.377,0.008,0.092,29.108,205.821,-6.137,6.659,1.303
-8.320,0.037,0.121,-27.106,202.417,4.250,8.564,2.011
-8.250,0.025,0.113,-7.655,229.478,5.744,8.004,1.852
-8.367,0.066,-0.004,-32.452,226.372,-2.642,7.285,1.615
-8.250,0.049,0.101,47.151,235.425,1.744,2.396,0.628
-8.393,-0.003,0.065,19.289,251.402,-1.922,6.251,1.178
-8.392,0.024,-0.001,-22.898,219.365,10.095,8.759,2.385
-8.308,0.024,-0.066,50.124,209.549,-26.738,6.490,1.202
-8.288,0.096,0.054,-33.504,190.400,11.157,5.967,1.086
-8.275,0.007,-0.066,18.791,242.410,-2.062,8.393,2.119
-8.378,0.061,0.018,-12.939,223.651,-2.586,4.637,0.810
-8.208,0.010,-0.007,-15.115,206.301,16.410,2.970,0.615
-8.211,-0.039,0.005,60.079,220.826,-12.981,2.278,0.532
-8.207,-0.031,0.048,13.406,207.261,21.551,5.493,1.010
-8.305,-0.100,0.033,16.044,215.293,-5.962,7.114,1.677
-8.214,0.017,0.077,77.002,110.592,45.997,5.346,0.948
-8.334,-0.086,0.068,32.961,215.158,-6.827,3.887,0.675
-8.304,0.099,0.040,-35.209,138.366,42.994,4.511,0.974
-8.216,0.004,0.084,-10.857,227.477,-12.271,2.853,0.713
-8.265,0.084,-0.011,25.660,245.174,-6.035,4.004,0.772
-8.366,0.075,0.027,9.005,232.659,-15.414,3.055,0.659
-8.382,0.013,-0.026,7.069,215.515,14.032,5.053,0.892
-8.256,0.041,0.110,36.304,207.921,-4.898,5.979,1.054
-8.350,0.041,0.106,-13.823,253.642,21.200,6.908,1.116
-8.232,-0.001,-0.043,82.388,231.265,-10.414,4.612,0.870
-8.364,-0.056,0.081,-15.232,225.315,11.733,7.168,1.507
-8.341,-0.046,0.108,55.757,207.889,-29.331,5.895,1.087
-8.283,-0.007,-0.068,-8.119,257.904,43.347,3.429,0.704
-8.383,-0.042,-0.005,-60.944,222.057,18.859,3.872,0.735
-8.354,0.072,0.073,-13.491,251.123,-13.493,6.975,1.506
-8.394,-0.019,0.002,-20.129,224.707,-6.761,7.994,1.922
-8.201,0.011,0.020,98.200,226.035,6.995,6.915,1.441
-8.365,0.006,-0.046,51.555,216.052,-34.454,6.460,1.264
-8.253,-0.046,-0.045,-5.711,204.191,9.860,6.265,1.225
-8.268,-0.011,-0.064,25.421,220.939,-5.840,7.984,1.813
-8.320,-0.043,-0.058,7.522,179.774,15.832,5.342,0.884
-8.263,-0.010,0.122,3.999,247.096,-20.720,5.180,0.917
-8.262,-0.092,0.028,12.744,233.209,-23.552,4.467,0.845
-8.312,0.013,0.128,-23.319,251.297,19.171,5.851,1.033
-8.316,-0.023,0.126,27.251,233.033,-15.653,6.769,1.394
-8.365,0.050,0.088,21.364,222.827,11.743,6.601,1.615
-8.256,-0.088,0.014,-0.052,217.832,-7.453,6.750,1.349
-8.287,0.099,0.024,1.115,222.389,4.328,2.907,0.490
-8.281,-0.075,0.093,17.878,253.437,-2.786,6.679,1.335
-8.352,-0.023,-0.052,-4.487,235.089,2.770,7.448,1.619
-8.351,0.069,-0.021,31.749,222.225,-1.232,7.079,1.593
-8.314,0.067,0.102,21.696,246.666,-6.583,5.523,0.978
-8.229,0.049,-0.020,8.156,246.790,1.609,5.257,0.975
-8.217,-0.053,0.047,16.089,286.437,42.054,4.541,0.829
-8.276,0.095,0.013,-58.491,227.317,-6.956,6.565,1.227
-8.336,0.088,-0.001,-7.046,244.681,-15.246,5.163,0.908
-8.298,0.080,0.090,2.968,209.222,-6.466,6.226,1.155
-8.262,-0.090,0.052,-28.887,242.592,-0.688,3.612,0.815
-8.382,0.056,0.044,-1.470,221.018,0.125,5.874,1.082
-8.362,-0.014,-0.047,9.583,209.467,9.168,4.567,0.824
-8.350,-0.086,0.031,-2.786,251.744,-32.919,8.075,1.882
-8.221,-0.062,0.031,-26.748,227.986,-9.103,8.220,1.956
-8.279,0.072,-0.036,-15.477,205.131,6.624,8.828,2.157
-8.381,-0.006,-0.028,7.807,217.485,-16.509,5.775,1.072
-8.252,-0.084,0.007,0.404,225.836,-2.305,5.815,1.451
-8.265,0.093,0.028,-10.146,230.298,-3.139,5.673,1.035
-8.370,-0.004,-0.041,-55.799,202.701,-48.846,7.599,1.656
-8.388,0.021,-0.012,-15.610,178.802,-21.304,8.282,1.855
-8.390,-0.026,0.063,15.876,226.333,8.176,5.672,1.001
-8.292,0.009,-0.069,35.396,216.884,-33.870,8.058,1.838
-8.212,0.008,0.075,-22.056,209.889,-0.486,3.161,1.023
-8.280,0.018,-0.066,-3.107,223.917,15.716,2.573,0.576
-8.244,-0.067,-0.018,20.134,263.213,5.892,4.285,0.728
-8.309,-0.075,-0.036,27.305,251.198,20.602,6.360,1.166
-8.217,-0.011,0.084,-15.099,222.985,-0.912,3.397,1.188
-8.348,0.087,0.036,62.970,237.332,-9.226,7.673,1.855
-8.351,-0.082,0.005,10.970,229.598,15.202,8.467,2.124
-8.393,-0.030,0.010,8.420,247.507,7.263,7.675,1.680
-8.357,0.080,0.011,-9.769,225.021,-32.841,5.354,0.922
-8.205,0.029,0.043,0.531,212.658,5.739,2.785,0.741
-8.315,-0.094,0.001,8.649,249.613,-9.021,8.128,2.107
-8.367,-0.012,-0.043,-22.826,163.074,-33.765,7.901,1.911
-8.351,-0.085,0.019,3.585,215.859,-7.528,4.390,0.742
-8.233,-0.005,0.104,-31.063,235.496,-26.101,6.537,0.699
-8.373,0.009,0.097,-43.488,229.191,13.119,3.858,0.745
-8.278,-0.065,0.102,29.791,248.097,22.626,7.239,1.764
-8.206,-0.006,-0.003,-55.157,209.606,10.425,8.196,1.841
-8.322,-0.063,0.104,25.159,217.400,20.598,8.189,1.826
-8.290,0.077,0.092,-10.041,269.490,-6.896,3.985,0.768
-8.239,0.018,0.107,-28.010,238.915,-42.216,4.589,0.794
-8.349,-0.054,0.098,23.770,244.318,18.154,2.388,0.676
-8.320,0.058,-0.049,-31.766,223.330,-6.768,8.086,1.893
-8.250,-0.012,-0.055,29.839,204.112,-11.923,3.945,0.818
-8.222,-0.037,0.080,-7.340,227.689,16.264,5.284,0.987
-8.344,0.068,0.088,-10.133,205.216,-20.246,4.725,0.790
-8.219,0.032,-0.019,-7.195,169.290,77.132,7.436,1.592
-8.387,-0.048,0.020,23.532,234.669,7.769,8.010,1.876
-8.298,-0.098,0.046,6.817,231.834,-11.567,2.301,0.580
-8.291,-0.038,-0.062,33.640,246.136,22.791,4.169,0.717
-8.278,-0.091,-0.005,-18.421,226.685,6.353,5.107,0.944
-8.320,0.095,0.009,-10.826,225.648,-10.213,5.529,1.027
-8.208,-0.026,0.002,16.742,242.754,-17.137,7.323,1.539
-8.296,0.006,0.129,-12.192,223.508,13.508,5.473,0.956
-8.301,-0.005,-0.070,-22.756,207.893,27.014,7.141,1.663
-8.287,-0.096,0.005,-1.897,221.959,3.987,4.693,0.858
-8.399,0.004,0.036,-16.558,226.688,9.655,5.652,1.027
-8.328,-0.018,0.124,38.152,226.635,7.781,7.313,1.841
-8.206,-0.013,0.062,-28.765,216.282,5.639,7.523,1.686
-8.377,-0.022,0.090,-4.001,221.793,3.007,-1.295,1.151
-8.287,0.095,0.003,-32.478,239.155,0.656,7.893,1.815
-8.301,-0.046,0.118,-30.553,243.624,-11.363,4.013,0.718
-8.381,-0.019,-0.025,-3.617,221.343,1.903,6.671,1.632
-8.272,0.093,0.008,4.856,230.682,-2.944,5.804,1.058
-8.215,-0.045,0.056,-15.090,254.369,-3.388,7.476,0.882
-8.240,0.036,-0.041,-5.993,184.786,-9.434,6.195,1.202
-8.351,0.036,-0.047,2.701,204.608,-16.926,4.943,0.882
-8.373,-0.064,0.055,38.176,203.215,11.464,3.391,0.732
-8.259,0.091,0.034,38.598,234.996,-3.878,6.512,1.289
-8.317,-0.024,-0.065,-38.227,197.519,-26.323,8.797,2.057
-8.372,-0.069,0.032,29.216,230.426,-6.722,6.314,1.236
-8.384,-0.044,0.060,-31.690,213.052,-1.211,4.690,1.047
-8.223,0.061,0.045,16.919,254.597,-5.569,7.675,1.841
-8.265,-0.015,0.122,-18.043,233.369,8.690,5.978,1.217
-8.265,-0.091,0.010,17.228,232.113,19.426,7.866,1.859
-8.359,0.080,0.019,-66.837,197.085,4.674,8.878,2.124
-8.376,0.064,0.037,-22.303,221.269,-3.697,8.332,1.998
-8.240,0.079,0.032,76.723,247.230,31.011,6.745,1.289
-8.301,0.054,0.114,22.734,248.649,1.897,3.524,0.660
-8.338,-0.067,-0.033,37.493,244.693,-34.909,8.277,1.739
-8.359,-0.026,-0.046,37.667,239.663,5.156,5.502,1.005
-8.391,0.025,-0.003,-25.508,214.206,27.558,2.654,1.032
-8.377,0.056,0.000,9.799,266.603,12.832,5.720,1.263
-8.340,-0.013,-0.060,-5.304,224.643,30.473,7.618,1.830
-8.209,-0.021,0.064,53.404,254.130,-1.763,6.834,1.432
-8.292,0.084,0.083,-13.208,221.864,4.022,7.813,1.766
-8.338,-0.092,0.036,-14.095,243.918,-2.214,3.965,0.767
-8.308,-0.068,0.103,-0.570,222.308,-2.029,6.412,1.259
-8.218,-0.024,-0.022,-33.368,234.663,8.243,7.733,1.725
-8.232,0.014,-0.041,-33.272,250.137,18.734,5.438,0.965
-8.333,-0.056,0.106,45.494,225.874,22.959,6.981,1.372
-8.362,0.064,-0.015,-7.952,224.609,0.873,6.673,1.470
-8.299,-0.097,0.055,24.347,205.474,9.614,7.536,0.899
-8.353,0.009,0.114,-102.181,162.319,0.554,8.231,2.036
-8.300,0.031,-0.065,-16.872,228.769,-13.173,6.983,1.865
-8.252,0.056,0.097,21.577,188.183,10.559,3.651,0.775
-8.373,-0.036,0.088,17.840,244.638,7.590,6.106,1.230
-8.269,0.072,-0.032,42.374,177.524,-46.367,5.379,0.963
-8.375,-0.061,0.006,1.854,197.296,7.184,8.243,2.027
-8.376,-0.006,0.094,-21.642,229.936,-7.036,7.662,2.086
-8.289,-0.006,-0.069,8.167,255.451,-26.471,7.400,1.810
-8.281,0.094,0.003,36.161,223.494,-7.615,5.403,1.000
-8.358,0.079,0.011,-71.382,250.731,-18.840,6.028,1.051
-8.278,0.055,0.110,58.089,220.552,25.681,7.604,1.655
-8.393,-0.015,0.063,-10.474,267.249,-26.872,5.680,1.031
-8.214,0.012,-0.018,34.812,246.331,1.167,6.347,1.484
-8.228,0.061,-0.003,72.142,237.081,-9.378,8.080,1.671
-8.380,-0.036,0.077,23.917,240.004,1.059,4.588,0.792
-8.286,0.097,0.013,36.065,209.597,-3.625,4.421,0.793
-8.230,-0.039,-0.030,29.493,250.705,64.801,8.247,1.792
-8.259,0.034,-0.054,-19.527,194.026,-20.265,3.470,0.687
-8.322,-0.082,-0.022,-44.520,235.758,6.073,8.421,1.901
-8.358,0.071,-0.009,-18.129,209.458,19.448,7.765,1.888
-8.221,-0.038,0.078,-35.485,126.442,-16.712,6.577,1.293
-8.277,0.096,0.017,-16.810,221.796,2.804,7.507,1.612
-8.352,-0.078,0.064,41.822,228.906,-34.054,5.888,1.069
-8.256,0.040,0.110,-17.904,229.264,-1.093,7.800,2.139
-8.383,0.018,-0.023,-26.836,189.365,-7.502,7.389,1.655
-8.238,-0.074,0.005,2.224,218.474,-8.009,8.042,2.165
-8.345,-0.068,-0.027,-7.891,224.770,9.952,4.005,0.677
-8.257,0.057,-0.040,-46.262,208.259,-4.766,4.319,0.784
-8.241,-0.079,0.014,13.451,219.003,9.713,7.545,1.289
-8.316,0.092,0.065,-48.734,158.300,-70.164,8.433,1.920
-8.205,-0.031,0.036,32.447,229.112,36.033,7.861,1.730
-8.250,-0.085,0.014,-36.913,225.435,12.189,2.723,1.171
-8.390,0.043,0.037,52.106,216.774,15.882,5.735,1.040
-8.345,0.055,-0.040,-13.594,231.547,0.849,5.780,1.131
-8.208,0.038,0.026,1.483,245.020,0.784,6.218,1.428
-8.274,-0.057,0.108,-3.032,254.390,-20.226,3.018,0.568
-8.227,-0.068,0.033,-37.610,207.962,-2.880,7.022,1.500
-8.367,-0.006,0.104,54.554,225.549,-18.046,8.152,2.039
-8.233,0.039,-0.032,-2.745,203.280,-16.212,6.942,1.538
-8.359,-0.019,-0.048,18.601,252.053,-3.981,3.230,0.580
-8.314,0.096,0.009,14.012,233.807,11.773,5.234,0.972
-8.295,-0.099,0.024,2.389,216.871,-1.519,7.360,1.571
-8.347,-0.088,0.024,-19.553,206.589,-18.766,7.732,1.665
-8.359,0.007,0.110,20.069,239.224,-8.031,2.539,0.561
-8.204,-0.008,0.005,-69.787,244.014,22.330,7.495,0.877
-8.346,-0.029,-0.053,48.910,208.055,19.492,6.347,1.259
-8.392,0.036,0.043,-30.871,224.651,-3.834,8.354,2.039
-8.253,0.067,-0.027,-14.968,222.386,-0.434,8.259,1.992
-8.221,0.046,0.071,42.206,197.332,-23.357,6.443,1.262
-8.376,0.063,0.042,24.889,230.548,-11.529,7.426,1.611
-8.296,-0.080,-0.030,37.980,220.473,-36.953,3.019,0.720
-8.319,-0.097,0.038,-52.870,217.433,-37.695,6.898,1.353
-8.259,0.091,0.034,30.719,254.660,1.590,6.858,1.416
-8.375,-0.066,0.025,-26.916,217.505,0.338,6.718,1.381
-8.209,0.040,0.026,-49.963,191.762,-7.942,7.521,1.848
-8.285,-0.011,0.128,14.240,228.197,21.097,5.342,1.039
-8.397,0.014,0.011,-22.776,181.066,4.133,6.608,1.452
-8.271,0.094,0.046,-53.085,256.717,29.461,5.736,0.931
-8.266,-0.008,0.123,12.818,235.502,26.857,3.682,0.675
-8.278,-0.013,-0.066,20.626,152.957,-32.842,8.364,1.993
-8.237,0.077,0.026,26.432,241.335,-15.165,6.895,1.397
-8.229,0.060,-0.006,33.227,253.051,2.919,3.198,0.571
-8.378,0.039,0.078,9.647,217.949,-0.244,7.783,1.675
-8.203,-0.023,0.038,20.465,254.978,18.753,6.352,1.189
-8.375,0.065,0.020,1.331,212.104,6.595,0.527,1.241
-8.343,-0.083,0.065,1.739,237.385,-2.201,6.404,1.244
-8.323,0.095,0.013,-47.931,194.373,-13.914,6.799,1.348
-8.282,0.049,-0.055,-31.607,216.348,1.238,6.502,1.276
-8.338,-0.092,0.030,56.987,215.862,20.377,3.406,0.807
-8.227,0.042,-0.024,2.040,243.465,40.628,3.849,0.892
-8.266,-0.023,-0.061,-22.783,276.619,8.429,4.234,0.841
-8.325,0.002,-0.066,-5.343,192.984,14.456,4.348,0.767
-8.286,-0.079,-0.029,-0.155,216.138,-0.199,6.993,1.856
-8.325,0.076,-0.029,-20.179,189.727,6.818,3.937,0.886
-8.290,-0.019,0.127,46.260,217.945,32.523,7.908,1.917
-8.322,-0.050,0.113,37.499,219.507,-3.423,5.367,1.002
-8.269,0.048,0.112,25.876,226.293,21.380,6.848,1.467
-8.223,0.062,0.019,15.773,238.656,-28.474,8.097,1.945
-8.289,0.099,0.029,-38.370,248.717,1.125,4.185,0.717
-8.228,0.065,0.054,-16.092,247.368,9.841,6.730,1.158
-8.334,0.081,0.078,36.437,233.662,-37.155,5.143,0.878
-8.360,0.003,0.110,-11.925,200.706,3.629,6.460,1.304
-8.228,0.053,0.074,-20.392,227.933,-1.835,5.511,1.011
-8.375,-0.049,0.074,14.249,223.660,13.075,7.413,1.615
-8.240,-0.074,0.001,-26.160,230.729,4.818,7.640,1.727
-8.219,-0.056,0.046,-31.452,284.326,-18.113,5.644,0.913
-8.258,0.082,0.068,113.475,201.905,12.141,8.460,1.929
-8.302,-0.067,0.104,19.091,236.487,4.460,7.613,1.688
-8.306,-0.072,-0.039,-13.156,260.164,7.094,5.616,1.073
-8.347,-0.077,0.073,57.846,235.464,4.364,3.338,0.662
-8.203,0.014,0.012,8.303,198.762,-7.033,4.689,0.786
-8.226,-0.067,0.028,-20.760,249.957,7.680,3.290,0.638
-8.232,0.057,-0.015,44.157,178.646,-8.146,8.557,1.983
-8.299,0.100,0.025,-5.116,202.964,-0.475,7.196,1.425
-8.292,0.094,-0.003,13.403,213.124,1.325,4.849,0.883
-8.384,0.048,0.007,-2.958,202.709,-42.184,8.338,1.887
-8.377,-0.004,-0.033,-1.714,257.943,-16.397,0.285,1.102
-8.380,0.034,-0.018,33.942,240.202,4.318,2.884,0.570
-8.218,0.038,-0.012,63.393,259.926,35.402,7.615,1.713
-8.304,0.051,0.115,-5.887,222.072,6.524,3.762,0.701
-8.380,0.057,0.011,-25.305,246.021,3.899,3.985,0.707
-8.338,-0.035,-0.055,12.540,239.623,7.125,8.006,1.874
-8.342,-0.032,0.115,-35.500,223.067,-2.992,2.176,0.683
-8.236,0.042,0.094,12.571,199.983,-9.588,2.838,0.749
-8.264,0.060,-0.041,-7.716,230.920,-0.076,7.312,1.404
-8.300,-0.099,0.039,5.340,219.109,6.020,5.268,0.944
-8.248,-0.078,-0.004,-68.133,251.987,16.248,2.941,0.799
-8.262,0.074,0.086,-36.199,222.507,-6.277,0.695,1.129
-8.332,-0.093,0.048,0.880,228.575,1.042,8.079,1.406
-8.293,-0.004,0.129,29.020,243.192,-43.290,6.626,1.353
-8.277,-0.006,0.127,-71.572,222.674,-4.784,5.459,0.986
-8.333,-0.048,0.111,-24.265,237.164,-28.994,7.477,1.811
-8.364,-0.075,0.015,-10.569,231.309,1.278,6.573,1.341
-8.340,-0.034,-0.055,-0.634,233.178,12.207,6.003,1.310
-8.390,-0.018,-0.008,23.284,213.256,-14.177,3.679,0.666
-8.319,0.080,0.086,19.400,251.499,-1.308,7.749,1.730
-8.211,-0.037,0.053,-45.459,224.229,-13.089,5.784,1.056
-8.372,0.059,0.065,-17.719,244.437,-38.683,7.518,1.675
-8.389,0.037,0.054,-4.676,219.663,-0.976,7.977,2.130
-8.297,-0.025,0.126,-14.938,248.506,25.883,4.284,0.811
-8.368,-0.066,0.059,-13.528,199.789,-23.599,6.006,1.220
-8.282,0.084,0.081,-17.192,215.941,-5.880,6.150,1.211
-8.362,-0.020,0.105,1.976,262.841,-0.113,6.879,1.341
-8.245,-0.072,0.071,-35.015,238.795,-10.515,4.559,0.815
-8.279,0.057,-0.049,14.144,241.420,-11.577,7.736,1.862
-8.293,-0.052,-0.054,41.428,224.968,-9.166,8.759,2.311
-8.395,-0.004,0.061,-1.486,231.263,-22.175,0.271,1.091
-8.385,0.000,-0.022,-59.489,172.438,-6.005,4.372,0.817
-8.274,-0.096,0.022,47.512,194.092,0.294,4.579,0.824
-8.389,0.044,0.029,29.550,239.962,8.245,7.596,1.679
-8.243,0.044,-0.039,74.912,200.755,-1.666,3.475,0.836
-8.207,0.004,-0.006,-18.182,196.497,2.176,6.771,1.387
-8.280,-0.029,-0.063,12.255,262.370,10.282,5.293,0.909
-8.264,-0.067,-0.035,-0.301,242.673,-12.523,3.377,0.616
-8.340,-0.076,-0.020,-17.540,191.508,1.256,6.467,1.241
-8.249,0.075,0.072,23.863,243.144,-2.559,7.593,1.684
-8.278,0.077,0.090,33.136,242.137,10.034,6.535,1.309
-8.263,-0.061,0.100,-20.104,208.991,-1.199,3.067,0.646
-8.266,0.091,0.052,2.686,207.833,9.188,7.726,1.778
-8.339,0.084,-0.007,53.643,216.599,-20.838,6.196,1.168
-8.231,0.056,-0.015,14.337,216.496,1.612,6.631,1.344
-8.324,-0.097,0.035,23.147,224.421,-11.841,7.818,1.761
-8.311,-0.051,0.115,6.670,224.556,5.891,4.311,0.813
-8.298,-0.088,-0.017,6.411,245.299,24.934,8.032,1.843
-8.219,-0.033,-0.017,-17.036,196.501,-10.546,4.951,0.999
-8.242,-0.016,-0.049,1.059,176.862,-26.274,5.208,0.954
-8.245,0.079,0.056,-21.195,218.822,3.089,8.377,2.169
-8.338,0.042,0.112,-13.966,231.063,7.904,6.571,1.424
-8.213,-0.029,-0.010,-7.652,216.863,-12.618,3.734,0.630
-8.329,-0.069,0.095,-4.680,214.284,-0.248,6.897,1.406
-8.226,-0.038,0.085,34.278,234.357,-38.173,6.152,1.245
-8.273,0.095,0.019,-12.253,224.840,-1.037,3.795,0.725
-8.331,0.071,0.092,17.256,253.344,-0.262,2.243,1.057
-8.346,0.088,0.021,-75.838,224.501,-33.146,8.474,1.933
-8.337,-0.075,-0.024,49.252,243.581,13.345,8.149,1.763
-8.296,-0.008,-0.069,-99.165,226.875,13.031,3.984,0.734
-8.341,0.087,0.003,-29.464,193.759,9.799,5.569,0.986
-8.218,0.026,0.080,17.017,254.006,-18.237,6.738,1.340
-8.348,-0.078,0.070,-57.594,134.337,14.463,7.600,1.676
-8.251,0.086,0.037,-6.072,221.135,19.353,7.535,1.769
-8.388,-0.010,0.076,20.758,219.202,-5.340,5.818,1.014
-8.377,-0.021,-0.029,-20.643,194.535,-0.365,8.950,2.149
-8.297,-0.002,0.130,36.033,243.086,-11.689,7.146,1.541
-8.337,0.004,0.122,-31.413,224.036,16.980,7.742,1.748
-8.357,-0.002,0.111,2.114,235.494,4.329,7.197,1.585
-8.218,0.038,0.072,-39.376,232.474,23.946,6.216,1.615
-8.317,-0.043,0.118,31.672,181.213,-23.865,7.531,1.724
-8.201,-0.001,0.021,31.440,228.587,28.195,5.350,1.135
-8.397,0.005,0.053,-37.399,172.933,-29.669,5.824,1.122
-8.321,0.087,-0.013,2.677,242.003,-5.613,8.193,1.903
-8.233,-0.010,0.103,2.508,253.715,7.087,2.322,0.536
-8.316,-0.059,0.109,6.975,257.177,1.247,2.431,0.679
-8.265,-0.080,0.077,-9.831,235.637,32.981,4.585,0.726
-8.287,0.085,0.079,-41.834,208.290,4.821,6.487,1.350
-8.390,-0.033,0.003,62.501,203.370,3.772,3.632,1.034
-8.311,0.061,0.108,6.780,233.801,5.698,7.132,1.499
-8.204,0.008,0.054,45.684,242.155,7.130,4.408,0.735
-8.344,0.033,0.113,-11.623,214.561,15.727,7.487,1.601
-8.388,0.045,0.021,30.699,231.020,28.347,7.292,1.559
-8.230,-0.040,0.088,-29.092,229.757,10.118,2.974,0.508
-8.342,-0.088,0.051,-32.013,222.929,1.601,8.171,1.905
-8.346,0.084,0.058,30.853,248.188,18.579,6.324,1.242
-8.319,0.026,0.124,43.002,214.163,-29.850,6.416,1.270
-8.268,-0.088,0.064,16.367,254.490,7.551,6.434,1.312
-8.227,0.067,0.045,63.404,215.803,27.944,4.966,0.873
-8.208,0.037,0.039,14.285,235.212,-24.638,6.077,1.188
-8.368,-0.066,0.061,22.331,195.590,-15.077,5.502,0.988
-8.294,-0.095,-0.000,0.494,225.116,4.718,5.592,1.121
-8.281,-0.090,-0.008,16.271,279.033,24.371,5.194,1.002
-8.298,-0.073,-0.038,13.302,238.125,6.792,6.456,1.256
-8.293,-0.089,-0.014,-6.603,226.306,5.186,3.053,0.619
-8.288,0.035,0.123,55.075,221.154,23.032,7.922,1.740
-8.391,0.014,-0.008,-18.212,222.645,-20.125,3.746,0.818
-8.354,0.027,0.109,-21.185,191.356,-2.355,7.055,1.574
-8.356,-0.082,0.037,34.807,218.134,3.771,7.984,1.865
-8.285,0.001,0.128,29.409,192.773,4.691,7.832,1.906
-8.359,-0.056,-0.027,-23.144,230.739,3.088,7.438,1.602
-8.292,0.098,0.016,31.497,234.564,-5.758,6.184,1.170
-8.294,0.039,-0.062,33.850,219.818,29.568,7.192,1.568
-8.367,0.057,-0.017,-28.024,229.558,-8.905,6.353,1.243
-8.212,-0.008,-0.015,41.323,233.122,-18.111,6.375,0.899
-8.235,-0.075,0.027,65.616,200.487,-9.836,7.787,1.932
-8.399,-0.009,0.028,-16.585,220.273,-8.041,8.763,2.105
-8.252,-0.079,0.068,51.157,253.454,5.433,3.603,0.664
-8.296,0.099,0.036,-27.532,220.049,16.271,5.649,1.039
-8.209,-0.021,-0.004,14.357,155.482,-16.991,4.497,0.884
-8.285,-0.041,0.119,10.690,248.816,-0.334,4.508,0.753
-8.252,0.050,-0.041,-12.584,236.425,4.014,4.966,0.832
-8.397,0.000,0.006,-4.754,238.954,-11.039,7.079,1.465
-8.390,-0.025,-0.004,26.148,245.830,-9.845,4.367,0.738
-8.331,0.009,0.124,0.303,250.766,-7.683,7.337,1.624
-8.393,-0.010,0.064,-2.547,213.158,14.757,5.297,0.915
-8.243,-0.053,-0.032,61.537,215.170,-35.657,6.228,1.089
-8.309,-0.077,0.093,-5.141,220.283,8.878,5.179,0.986
-8.358,-0.046,-0.037,-48.728,219.169,-16.747,7.518,1.614
-8.369,-0.025,-0.037,51.643,165.304,-66.114,6.141,1.126
-8.398,0.000,0.015,41.392,239.828,3.119,2.896,0.576
-8.379,0.059,0.014,-19.720,232.312,18.314,2.592,0.570
-8.296,-0.031,0.125,23.545,232.292,16.962,3.263,0.726
-8.244,-0.081,0.043,-20.317,222.390,4.970,8.214,1.963
-8.377,0.062,0.039,19.384,186.275,-54.339,5.161,0.954
-8.245,-0.052,0.095,-24.934,210.378,13.042,5.703,1.038
-8.346,0.087,0.044,11.955,224.393,3.848,3.961,0.682
-8.355,0.046,0.099,-2.063,241.364,-19.676,4.771,0.856
-8.286,0.099,0.030,47.448,199.498,-16.178,4.531,0.770
-8.258,-0.084,-0.004,-12.486,254.333,-11.350,3.707,0.609
-8.242,0.081,0.023,-57.350,234.519,-13.257,6.062,1.214
-8.308,-0.074,0.096,-13.851,220.762,-0.882,6.182,1.167
-8.230,-0.055,0.074,-2.785,247.617,-1.224,3.191,0.591
-8.269,0.087,-0.008,0.037,200.016,-26.071,4.058,0.774
-8.299,0.092,0.068,-34.318,221.282,-3.038,7.850,1.873
-8.290,-0.028,0.125,19.074,241.228,-26.976,4.956,0.956
-8.202,-0.002,0.047,36.644,212.132,14.663,6.314,1.288
-8.347,-0.085,0.006,-10.264,235.914,-11.090,3.131,0.537
-8.242,0.067,-0.016,7.142,205.818,1.096,0.707,1.331
-8.274,-0.059,-0.046,28.478,246.988,-13.700,7.255,1.820
-8.247,-0.025,0.111,-33.762,198.108,27.900,4.536,0.780
-8.368,-0.056,-0.017,9.664,219.850,-6.262,5.373,0.950
-8.258,-0.065,-0.033,25.664,240.789,-8.060,7.261,1.517
-8.392,-0.011,-0.007,80.964,221.671,-32.556,4.894,0.896
-8.376,0.056,-0.001,3.204,146.225,-10.966,5.470,1.005
-8.313,0.046,-0.057,-22.921,287.697,11.502,2.699,0.718
-8.304,0.068,-0.043,-4.273,218.358,-0.535,8.290,1.925
-8.225,-0.040,-0.022,-23.905,228.880,4.541,4.720,0.786
-8.382,-0.044,-0.005,31.474,209.294,15.041,2.822,0.627
