x,y,z,vx,vy,vz,gmag,bprp
-8.240,-0.043,0.040,63.091,203.713,28.099,8.170,1.930
-8.259,0.028,0.086,39.957,200.049,-22.272,6.615,1.324
-8.293,0.037,0.094,17.488,234.684,-23.939,4.424,0.833
-8.346,-0.043,0.071,-15.544,192.448,-24.314,5.828,1.060
-8.333,0.032,0.089,-17.193,229.234,-1.704,9.509,2.471
-8.362,-0.020,0.067,-3.541,218.716,-7.498,8.640,2.010
-8.347,0.045,-0.008,20.002,217.827,-21.332,8.304,1.907
-8.338,0.053,-0.006,2.559,214.659,15.519,8.699,2.065
-8.276,-0.003,0.101,23.858,255.557,-20.165,5.240,0.927
-8.245,-0.045,0.008,81.145,219.466,-15.492,8.502,1.876
-8.272,0.022,0.096,53.069,192.665,-1.924,6.944,1.505
-8.366,0.035,0.023,-49.482,230.471,27.305,5.225,0.929
-8.324,-0.042,0.087,20.547,252.474,-4.846,6.953,1.462
-8.277,0.016,-0.039,11.974,235.316,0.822,6.499,1.276
-8.271,0.010,-0.038,-4.638,275.016,-2.859,6.021,1.082
-8.313,-0.008,-0.043,19.018,252.235,-4.975,8.421,2.001
-8.373,-0.010,0.017,-2.414,223.364,11.621,8.445,2.028
-8.345,-0.038,-0.015,4.495,240.680,-19.854,8.570,2.053
-8.249,-0.053,0.016,58.967,208.763,-19.947,7.332,1.828
-8.356,0.005,0.079,-62.329,234.372,11.108,1.009,1.273
-8.298,0.069,0.001,7.026,239.184,-4.004,7.799,1.762
-8.313,0.019,-0.041,87.393,191.066,0.721,5.439,0.943
-8.357,0.048,0.020,38.362,237.653,5.091,6.857,1.381
-8.337,-0.055,0.064,-36.894,232.150,-15.887,8.090,1.751
-8.241,-0.003,0.076,-45.513,232.858,-17.562,8.809,2.184
-8.349,-0.045,-0.003,-15.260,219.338,-17.449,8.518,2.022
-8.226,0.001,0.041,56.854,238.005,-17.469,8.234,1.852
-8.344,0.037,-0.017,-49.436,210.649,1.287,5.775,1.151
-8.275,0.050,0.080,12.192,246.572,11.090,8.803,2.238
-8.275,0.019,0.098,33.199,245.570,18.673,8.807,2.073
-8.232,0.011,0.059,-19.107,210.573,4.119,8.024,2.141
-8.310,0.061,0.073,85.307,175.909,-2.449,7.083,1.526
-8.367,-0.004,-0.003,16.677,226.055,4.146,6.329,1.260
-8.255,-0.059,0.043,-10.698,198.662,-4.042,6.635,1.372
-8.245,-0.050,0.039,-26.495,251.147,-9.385,5.767,1.129
-8.325,0.050,0.079,2.849,233.908,-8.302,7.553,1.716
-8.312,-0.065,0.065,-29.870,212.270,-39.600,7.332,1.458
-8.229,0.005,0.006,-35.419,231.670,-2.965,8.647,2.021
-8.299,-0.072,0.049,-31.207,230.619,-2.657,6.504,1.401
-8.365,0.003,-0.007,60.750,208.233,-10.162,8.052,1.816
-8.227,0.000,0.013,-27.003,227.339,16.408,7.912,1.809
-8.352,0.041,0.065,-11.242,253.765,8.413,3.249,0.712
-8.256,-0.060,0.027,26.416,239.465,-2.116,-0.124,1.010
-8.264,-0.052,0.069,-1.990,215.800,-8.212,6.943,1.410
-8.281,-0.070,0.011,2.085,232.566,1.190,8.764,2.326
-8.254,0.012,0.088,17.061,199.110,-0.708,8.618,2.060
-8.361,0.001,0.073,19.965,230.309,-7.024,6.623,1.288
-8.227,0.015,0.027,4.856,231.957,-15.727,3.993,0.752
-8.355,-0.003,-0.020,-18.912,190.933,0.494,7.943,1.987
-8.253,-0.039,-0.013,-8.410,176.015,21.114,9.200,2.570
-8.234,0.032,0.019,4.632,215.699,14.156,7.641,1.605
-8.337,0.031,-0.027,37.180,244.090,-2.002,8.874,2.211
-8.361,-0.042,0.042,-26.248,177.565,-26.600,7.175,1.521
-8.272,-0.045,0.082,-17.054,222.225,-1.889,2.682,1.070
-8.318,0.043,0.088,-31.399,222.281,-12.955,7.877,1.835
-8.280,-0.022,0.099,42.256,228.684,-2.235,3.528,0.611
-8.247,0.003,0.083,28.631,207.390,5.934,0.603,1.374
-8.312,0.072,0.046,-9.312,229.395,-3.835,7.590,1.708
-8.302,0.065,0.067,-1.689,247.602,1.265,5.651,1.030
-8.370,-0.005,0.005,-7.621,234.935,-9.796,7.799,1.752
-8.337,-0.060,0.055,-36.053,226.937,-7.476,8.486,2.108
-8.280,0.049,-0.023,-2.440,254.009,-14.164,8.558,2.146
-8.285,-0.019,-0.041,22.961,244.566,-8.749,-0.173,1.121
-8.230,-0.026,0.034,-4.273,223.880,5.234,5.546,0.986
-8.246,0.020,0.078,17.127,250.606,4.280,8.345,0.970
-8.346,0.034,0.078,20.806,255.527,-14.805,5.232,1.015
-8.257,0.045,-0.012,-56.604,210.600,18.042,7.868,1.823
-8.335,0.031,-0.028,59.961,167.987,33.014,6.263,1.237
-8.351,-0.010,-0.024,34.580,244.301,-17.664,6.605,1.486
-8.247,-0.044,0.058,9.685,231.083,-15.531,7.657,1.662
-8.314,0.052,-0.022,6.820,253.999,2.882,5.682,1.028
-8.276,-0.026,0.096,35.077,243.528,-9.024,5.886,1.143
-8.337,-0.063,0.015,-25.015,220.019,17.044,7.272,1.558
-8.355,0.000,-0.021,-3.977,218.418,-4.265,8.352,2.183
-8.338,0.063,0.018,17.245,249.227,-5.414,8.968,2.173
-8.281,-0.048,0.084,-21.009,196.734,6.795,7.862,2.048
-8.275,-0.069,0.014,43.856,224.817,-21.315,6.228,1.115
-8.254,0.050,-0.001,-40.112,192.750,-6.259,6.154,1.198
-8.343,-0.039,0.077,0.895,198.539,8.348,4.605,0.870
-8.265,0.011,-0.035,-1.436,196.884,-8.277,7.239,1.552
-8.319,0.013,-0.041,-0.037,220.449,2.654,8.566,2.145
-8.243,0.018,-0.015,34.464,245.214,1.470,3.411,0.630
-8.304,0.074,0.024,5.958,217.372,-23.170,6.579,1.271
-8.276,0.056,-0.013,-5.531,231.785,4.330,8.758,2.255
-8.273,-0.062,0.062,-12.185,221.988,0.209,4.314,0.731
-8.295,0.046,0.089,-43.239,228.870,7.971,8.977,2.206
-8.337,-0.044,-0.018,73.224,207.493,20.571,6.901,1.355
-8.228,-0.007,0.011,-1.866,240.433,5.358,8.213,1.929
-8.360,0.000,-0.014,8.308,174.464,35.712,6.213,1.222
-8.250,0.024,-0.020,18.853,241.948,-12.141,7.831,1.218
-8.327,-0.049,-0.020,-6.324,226.825,0.397,5.334,0.947
-8.308,-0.067,0.063,-80.768,247.126,0.327,6.447,1.201
-8.235,-0.031,0.009,-37.377,227.383,-8.011,6.931,1.355
-8.229,-0.023,0.036,5.614,217.899,9.487,6.304,1.204
-8.297,0.067,-0.003,-1.225,214.412,10.268,3.459,0.785
-8.273,-0.070,0.024,-25.767,179.078,9.971,4.980,0.913
-8.365,0.033,0.045,-8.779,215.521,10.582,7.287,1.536
-8.335,-0.031,-0.029,68.389,248.061,37.288,8.347,1.970
-8.363,0.038,0.018,-41.045,148.887,1.527,5.577,1.039
-8.309,-0.029,-0.038,-50.778,197.159,16.963,7.584,1.684
-8.297,-0.055,0.080,51.096,143.230,-23.858,7.485,2.065
-8.281,-0.024,-0.038,22.465,180.806,-11.673,6.497,1.333
-8.294,0.038,0.094,0.806,198.925,-0.961,8.340,2.330
-8.233,0.013,-0.001,8.882,232.735,12.248,5.038,0.867
-8.326,-0.065,0.003,32.756,188.947,-25.868,6.082,1.180
-8.238,0.014,-0.009,-11.937,228.027,21.066,6.485,1.345
-8.274,-0.066,0.052,29.795,242.512,-5.640,8.047,1.818
-8.226,-0.010,0.027,4.181,218.504,10.227,7.947,1.924
-8.232,0.018,0.006,-19.293,250.940,11.815,4.401,0.773
-8.355,-0.006,0.080,-11.509,226.138,0.039,3.696,0.625
-8.305,-0.072,0.009,43.180,223.523,6.666,8.455,2.104
-8.358,0.018,-0.014,-27.927,188.607,19.770,3.746,0.657
-8.233,-0.029,0.047,67.639,213.562,-14.239,9.057,2.305
-8.343,0.047,0.069,-45.127,199.671,-0.060,8.705,2.127
-8.233,0.017,0.059,-93.679,196.264,19.198,4.990,0.864
-8.231,0.024,0.015,-6.951,240.074,-13.623,8.589,2.009
-8.348,0.025,-0.022,1.868,231.680,-21.998,8.740,2.331
-8.228,-0.018,0.039,42.032,245.398,-0.344,6.503,1.500
-8.349,-0.037,0.073,-75.365,201.847,8.402,8.016,1.897
-8.279,-0.041,-0.029,-47.062,237.642,18.025,7.969,1.814
-8.271,-0.066,0.012,2.859,222.158,2.747,5.719,1.057
-8.357,0.046,0.042,-50.880,170.021,-28.089,4.971,0.924
-8.263,0.061,0.054,-30.429,172.628,11.319,4.873,0.909
-8.263,0.058,0.058,10.666,236.530,13.165,4.295,0.763
-8.267,0.067,0.036,-1.349,257.959,35.804,6.886,1.326
-8.302,0.075,0.027,-63.067,207.415,9.320,7.733,1.679
-8.290,-0.072,0.046,16.959,232.576,7.707,6.749,0.646
-8.305,0.036,0.095,18.170,236.029,-6.389,4.464,0.759
-8.229,-0.024,0.025,16.355,250.891,11.752,5.171,0.843
-8.282,-0.007,-0.042,11.350,246.527,11.441,6.004,1.104
-8.342,0.004,-0.031,19.308,233.052,-5.363,8.888,2.206
-8.241,-0.017,0.073,21.851,193.311,-38.043,7.573,1.966
-8.359,-0.031,-0.003,9.718,238.637,-16.536,8.053,1.821
-8.233,0.021,0.004,8.804,175.793,-1.535,4.494,0.848
-8.267,0.043,-0.021,12.541,263.156,-28.465,7.039,1.580
-8.297,-0.026,-0.040,19.150,209.566,-1.741,9.125,2.250
-8.230,-0.025,0.025,-33.622,229.833,-10.454,4.104,0.727
-8.312,-0.058,-0.016,-19.459,191.701,-3.910,6.488,1.342
-8.247,0.050,0.044,101.392,209.663,-15.258,7.713,1.726
-8.268,-0.053,-0.011,27.508,221.851,-2.081,2.687,0.843
-8.306,-0.025,0.100,38.786,150.554,82.828,9.011,2.040
-8.252,-0.042,0.070,10.894,188.262,-28.371,5.444,0.985
-8.264,0.033,0.087,7.924,222.847,-1.347,8.802,2.258
-8.370,0.026,0.031,-105.300,204.974,50.726,5.644,1.015
-8.254,-0.043,0.070,3.889,213.287,2.749,8.814,2.194
-8.303,0.073,0.043,92.709,247.335,23.896,3.431,0.775
-8.337,-0.055,-0.005,7.765,210.906,11.932,8.228,1.843
-8.324,-0.070,0.022,28.814,200.440,-11.235,7.619,1.776
-8.255,0.035,0.079,-18.889,229.508,9.273,3.514,0.614
-8.234,0.032,0.014,-13.195,226.416,15.142,7.612,1.695
-8.318,0.060,-0.011,51.770,215.407,-1.737,3.370,0.575
-8.344,-0.060,0.036,-16.990,218.610,4.639,8.727,2.097
-8.232,-0.007,0.001,33.856,253.525,-6.843,8.981,2.260
-8.332,-0.028,0.091,82.885,219.060,9.959,7.730,1.690
-8.255,-0.008,-0.029,14.252,241.190,-8.167,7.265,1.556
-8.232,0.022,0.009,1.216,206.646,-4.576,1.916,1.245
-8.262,0.020,-0.031,-22.695,236.271,13.035,1.074,0.657
-8.288,0.074,0.035,-39.934,228.109,0.518,5.207,0.875
-8.260,-0.062,0.040,-17.809,235.748,-18.891,7.194,1.596
-8.363,-0.037,0.015,-1.080,252.402,17.283,5.476,0.948
-8.266,0.067,0.032,-33.049,198.462,-6.411,6.418,1.428
-8.260,-0.058,0.055,37.948,205.255,-16.536,8.381,2.000
-8.373,0.013,0.039,63.210,194.037,4.679,5.871,1.031
-8.239,-0.015,0.070,-24.526,236.314,-43.218,7.795,1.719
-8.374,0.001,0.018,-8.430,232.762,6.575,6.636,1.309
-8.261,0.047,-0.013,19.763,206.754,21.428,3.406,0.644
-8.356,0.047,0.045,-19.223,227.206,-14.258,7.080,1.559
-8.294,0.074,0.038,38.599,248.804,-30.641,8.042,1.826
-8.346,0.039,0.074,20.461,240.524,-19.054,9.290,2.259
-8.337,0.046,0.076,5.517,270.541,-16.401,5.634,0.995
-8.326,-0.069,0.045,9.003,246.848,-2.255,8.942,2.407
-8.347,-0.057,0.034,-0.352,211.177,-32.710,3.115,0.783
-8.231,0.003,0.057,-3.177,233.312,-4.314,8.249,1.918
-8.248,-0.030,-0.015,23.486,225.363,-12.991,4.155,0.759
-8.228,-0.015,0.042,28.071,236.429,-17.809,8.447,1.921
-8.341,0.011,-0.032,-58.027,230.005,19.114,3.539,0.943
-8.246,-0.044,0.004,-25.790,240.330,-1.071,7.861,1.672
-8.364,0.036,0.043,-15.499,249.175,-30.520,7.786,1.791
-8.232,-0.031,0.025,10.391,207.121,0.270,9.121,2.164
-8.251,0.057,0.031,-32.770,139.903,-1.520,8.772,2.231
-8.260,-0.045,0.074,-31.695,227.402,6.805,2.612,0.603
-8.338,0.045,0.076,-24.765,227.492,-2.423,3.389,0.683
-8.351,0.034,-0.012,39.775,230.966,1.469,7.669,1.730
-8.328,0.069,0.038,28.275,241.225,7.310,8.455,2.017
-8.305,0.037,-0.035,37.431,228.968,22.441,4.844,0.852
-8.318,0.052,0.081,22.397,247.778,5.002,4.594,0.766
-8.310,0.065,0.065,-148.378,240.538,-24.239,5.579,0.919
-8.302,0.004,-0.045,-60.547,241.854,-0.878,7.389,1.681
-8.347,0.035,-0.016,-31.596,194.892,5.079,8.993,2.141
-8.277,0.027,0.096,-62.524,209.591,19.494,3.064,0.755
-8.283,0.068,0.005,-9.164,197.702,-18.266,7.030,1.480
-8.286,0.073,0.027,-7.806,221.035,13.194,8.700,2.187
-8.321,0.035,-0.032,6.382,258.639,9.763,3.307,0.626
-8.375,0.001,0.030,15.615,251.232,9.821,3.992,0.701
-8.248,-0.041,0.064,3.074,236.599,3.901,5.804,1.093
-8.282,-0.044,0.088,61.122,241.053,-32.199,6.801,1.337
-8.298,0.029,0.099,18.910,151.431,50.032,7.090,1.450
-8.256,-0.023,0.086,-5.798,236.551,13.043,7.803,1.763
-8.271,-0.052,-0.014,-3.771,216.749,3.407,5.907,1.318
-8.243,-0.018,-0.015,-45.846,197.621,-26.273,7.680,1.723
-8.265,-0.024,-0.031,14.673,224.200,20.517,8.019,1.945
-8.281,-0.063,-0.005,-0.195,223.531,3.705,8.094,2.076
-8.343,0.050,-0.006,-31.814,221.872,-5.808,8.815,2.095
-8.307,0.066,0.064,-12.176,263.229,-33.012,8.160,1.862
-8.312,-0.073,0.042,35.359,245.405,4.123,7.826,1.855
-8.262,0.048,-0.012,20.492,252.040,5.028,8.242,0.789
-8.367,-0.028,0.047,-10.387,223.094,-8.097,4.099,0.802
-8.321,-0.008,0.101,19.478,213.308,21.204,3.334,0.585
-8.231,-0.027,0.023,-41.563,174.990,-16.612,9.248,2.364
-8.247,-0.041,-0.003,-3.585,222.997,3.448,4.104,0.720
-8.229,0.023,0.024,3.832,184.162,-35.854,9.279,2.252
-8.337,-0.064,0.041,-0.463,230.815,3.232,4.501,0.771
-8.364,0.027,0.057,-10.676,266.090,22.100,5.317,0.866
-8.252,0.050,0.002,-22.163,249.434,-22.311,5.144,0.941
-8.290,-0.058,0.076,-32.765,224.197,-5.658,6.027,1.172
-8.271,0.050,0.078,-2.066,198.898,-16.878,8.789,2.075
-8.370,0.006,0.005,-83.754,163.266,25.760,6.831,1.477
-8.267,-0.058,0.063,-20.669,251.152,-1.924,7.277,1.551
-8.286,0.051,-0.022,67.044,249.954,-25.029,9.029,1.977
-8.337,-0.055,0.064,-36.697,232.499,-16.399,9.442,2.113
-8.355,-0.020,0.077,-30.316,229.844,10.436,8.085,1.916
-8.333,0.066,0.025,38.030,236.883,13.134,7.601,1.655
-8.247,-0.037,0.068,3.780,231.933,6.606,7.076,1.540
-8.320,-0.066,0.059,41.787,284.376,-4.455,4.437,0.727
-8.311,0.019,0.101,-38.671,193.239,12.759,9.002,2.074
-8.318,0.017,0.101,-44.171,249.286,5.173,7.998,1.851
-8.226,-0.002,0.039,-58.990,215.890,-40.552,8.765,1.942
-8.229,-0.021,0.037,10.939,231.152,0.076,6.801,1.437
-8.264,-0.060,0.005,-23.064,179.594,14.955,4.886,0.865
-8.307,0.043,-0.031,22.775,245.977,9.137,6.134,1.131
-8.291,-0.037,-0.034,73.643,219.739,22.864,6.828,1.338
-8.368,-0.031,0.026,-14.861,230.960,21.035,8.236,1.885
-8.289,-0.037,-0.034,-1.123,207.641,3.865,7.451,1.585
-8.368,0.029,0.023,-25.782,227.233,-0.812,6.364,1.264
-8.289,-0.017,0.102,-21.564,195.276,9.123,5.963,1.129
-8.352,-0.053,0.024,9.430,209.242,-10.171,7.667,1.921
-8.318,0.028,-0.037,15.226,223.886,1.008,8.691,1.968
-8.318,-0.016,-0.040,17.095,246.715,16.620,3.759,0.647
-8.271,0.013,-0.037,34.573,232.614,-19.507,9.017,2.109
-8.232,0.027,0.014,22.728,220.039,-9.100,7.016,1.415
-8.364,0.022,0.062,-42.787,246.783,-30.341,8.205,1.992
-8.287,0.001,0.103,18.911,253.973,5.537,5.550,0.977
-8.269,-0.046,-0.020,26.342,243.347,1.760,8.297,1.920
-8.273,0.032,0.092,32.924,214.736,-1.588,7.188,1.538
-8.305,-0.040,-0.033,67.827,211.875,32.375,6.996,1.460
-8.318,-0.072,0.035,26.211,256.099,0.413,7.967,1.855
-8.297,-0.025,-0.040,-20.226,151.138,-3.950,8.548,2.223
-8.327,-0.041,0.087,31.679,229.014,-28.743,1.381,1.255
-8.308,-0.033,0.096,11.729,247.702,2.964,5.129,0.924
-8.244,-0.049,0.037,-13.465,220.212,-20.972,7.031,1.460
-8.248,0.050,0.011,33.405,221.994,-0.961,8.564,2.223
-8.271,0.067,0.014,18.195,178.757,-14.381,8.191,1.963
-8.318,-0.049,-0.023,9.766,208.678,6.216,0.619,1.240
-8.261,-0.006,-0.034,27.998,247.123,-40.602,7.848,1.684
-8.356,0.049,0.028,-54.763,226.924,26.563,8.251,1.969
-8.262,-0.063,0.044,46.000,249.757,16.214,6.165,1.236
-8.321,0.072,0.033,0.630,242.844,-6.502,8.228,1.880
-8.304,-0.074,0.033,12.301,246.546,7.010,8.568,2.049
-8.310,0.058,-0.016,8.882,250.840,36.919,5.452,1.012
-8.241,-0.013,0.073,-31.596,197.087,-5.673,5.540,1.011
-8.352,-0.021,0.079,-74.692,194.580,-14.976,4.698,0.998
-8.294,-0.070,0.054,-13.118,183.308,39.969,3.863,0.800
-8.324,0.046,-0.024,2.151,175.820,-16.255,9.014,2.192
-8.255,0.052,0.060,-9.238,146.504,30.108,8.842,2.325
-8.248,0.019,0.080,-7.401,190.093,-3.577,6.928,1.468
-8.251,-0.025,0.081,-18.510,187.897,4.325,8.015,1.903
-8.282,-0.062,0.068,4.424,248.937,-25.236,8.255,2.057
-8.246,-0.026,-0.015,2.826,247.547,3.884,9.025,2.160
-8.370,0.008,0.055,17.906,246.234,-1.293,6.740,1.284
-8.373,-0.017,0.030,26.626,238.706,-11.960,6.730,1.375
-8.252,0.047,-0.003,79.247,191.376,13.135,4.706,0.820
-8.364,-0.037,0.025,4.837,252.004,14.318,5.255,0.923
-8.235,0.035,0.020,-21.371,225.158,-8.637,8.603,2.094
-8.325,-0.058,-0.010,-33.117,233.895,-6.183,8.292,1.836
-8.362,-0.012,-0.010,25.802,248.301,7.107,6.437,1.153
-8.361,0.009,-0.012,1.478,226.708,-6.295,8.274,1.950
-8.352,0.038,0.067,4.189,239.175,12.507,7.978,1.672
-8.337,0.063,0.045,48.257,226.436,44.286,7.976,1.911
-8.295,0.063,-0.010,3.137,238.099,-2.545,8.673,2.123
-8.243,-0.041,0.056,48.849,251.139,-13.394,7.859,1.752
-8.267,-0.005,-0.037,35.588,225.887,-2.177,8.481,2.018
-8.243,0.048,0.036,0.021,222.952,4.430,7.185,1.532
-8.314,0.073,0.040,23.898,228.473,16.263,2.600,0.664
-8.289,0.060,-0.013,-7.139,235.821,24.683,8.701,2.076
-8.285,-0.009,-0.042,-32.838,254.757,-34.954,5.853,1.070
-8.314,-0.056,-0.017,-23.344,224.698,-17.372,3.721,0.726
-8.368,-0.030,0.041,-24.232,226.083,8.571,3.788,0.707
-8.356,0.049,0.035,41.582,199.258,14.204,7.357,1.613
-8.226,0.002,0.021,32.409,245.414,-13.738,2.873,0.490
-8.332,-0.067,0.025,4.798,215.209,17.228,7.836,1.696
-8.334,-0.041,-0.022,47.768,223.812,-0.132,4.470,0.765
-8.293,0.073,0.014,24.212,238.408,-16.665,8.910,2.113
-8.352,-0.054,0.032,61.211,250.689,7.344,4.653,0.840
-8.326,0.063,0.060,18.810,243.121,10.400,4.826,0.822
-8.232,0.006,0.060,-82.311,240.552,50.278,6.818,1.362
-8.247,-0.013,0.081,2.573,248.701,10.613,3.337,0.666
-8.243,0.015,0.076,-91.181,215.433,-41.150,6.948,1.297
-8.319,-0.069,0.011,-71.166,188.329,-21.455,6.440,1.300
-8.350,-0.042,-0.005,41.982,178.794,14.847,4.348,0.799
-8.335,-0.013,-0.035,-54.381,158.309,-40.148,6.596,1.259
-8.258,0.031,0.083,37.520,222.738,-8.578,4.152,0.702
-8.299,0.070,0.056,41.177,206.922,-12.865,8.844,2.170
-8.263,-0.063,0.016,13.558,166.340,34.828,4.900,0.906
-8.241,-0.041,0.011,48.696,208.781,2.353,4.675,0.946
-8.267,-0.023,0.093,56.900,208.773,10.082,8.806,2.379
-8.323,-0.071,0.023,24.655,227.736,-14.343,8.702,2.106
-8.337,-0.044,-0.017,73.457,207.721,20.989,4.570,0.749
-8.252,-0.011,0.086,-31.350,225.602,-2.543,6.966,1.449
-8.346,-0.053,0.055,20.803,173.907,-0.671,4.660,0.844
-8.317,0.071,0.043,14.987,246.140,7.642,8.633,2.065
-8.326,0.020,-0.037,22.135,227.531,27.713,8.307,1.861
-8.293,0.062,-0.011,43.642,251.725,-15.980,6.887,1.489
-8.357,0.006,0.077,30.078,245.700,12.906,6.536,1.309
-8.327,0.067,0.049,-7.276,219.935,-5.754,4.850,0.877
-8.315,0.072,0.042,56.550,251.783,4.583,5.757,1.064
-8.278,-0.070,0.046,-4.720,196.774,12.237,5.460,1.042
-8.275,0.027,0.095,10.587,216.753,22.817,6.541,1.329
-8.246,-0.039,0.064,21.146,241.607,-4.595,3.859,0.633
-8.255,0.006,-0.029,32.283,221.414,-5.220,3.502,0.699
-8.299,0.070,0.057,-26.855,192.469,-25.847,4.581,0.778
-8.364,-0.016,0.064,19.297,232.650,-12.521,0.191,1.270
-8.282,-0.049,-0.024,-33.429,272.017,-19.305,8.204,1.787
-8.297,0.066,-0.004,-27.275,224.660,-6.407,6.145,1.365
-8.260,0.019,0.090,60.829,172.358,-59.501,7.880,1.738
-8.350,-0.023,0.080,-8.163,216.075,3.020,3.459,0.613
-8.348,0.015,0.085,13.345,254.931,11.062,3.788,0.647
-8.320,-0.025,-0.037,16.719,233.184,-9.153,6.850,1.440
-8.339,0.026,-0.028,3.209,262.389,-11.160,3.685,0.695
-8.297,-0.052,0.084,-11.458,275.762,20.596,7.704,1.775
-8.326,0.036,-0.030,32.380,245.151,8.324,5.446,0.966
-8.367,-0.030,0.041,35.924,242.098,-7.749,8.389,2.098
-8.305,-0.023,0.101,-61.432,133.649,-3.967,5.391,0.917
-8.265,-0.061,0.055,-9.447,216.480,-15.900,6.745,1.393
-8.289,-0.045,-0.028,-22.642,226.345,1.138,8.783,2.064
-8.313,-0.054,0.080,-12.524,238.817,-22.727,8.393,1.954
-8.357,-0.024,-0.011,-24.547,219.452,2.196,7.187,1.509
-8.229,-0.007,0.009,-65.480,239.150,-14.192,2.934,0.623
-8.303,0.049,-0.026,49.504,221.045,20.857,7.684,1.730
-8.372,-0.012,0.014,4.141,210.474,13.525,4.539,0.775
-8.346,-0.028,0.081,2.536,247.710,28.411,8.002,1.977
-8.257,0.021,0.087,-72.767,210.368,-27.853,4.339,0.734
-8.233,-0.009,-0.001,111.910,232.910,36.856,8.473,2.044
-8.273,0.055,0.073,-3.247,220.936,-14.478,7.437,1.638
-8.302,0.061,0.072,32.618,245.018,-12.858,6.619,1.369
-8.250,-0.035,0.073,-25.169,203.642,-20.238,8.580,2.098
-8.284,0.049,0.084,-80.202,231.332,12.964,3.301,0.721
-8.260,-0.058,0.055,38.181,205.669,-16.941,8.476,2.041
-8.306,-0.074,0.020,-26.033,236.170,1.456,7.083,1.455
-8.372,0.019,0.027,-4.780,229.143,5.783,5.961,1.128
-8.374,0.001,0.018,-9.801,232.458,5.643,7.224,1.525
-8.293,-0.055,-0.020,-44.998,230.308,14.978,8.617,2.218
-8.282,-0.072,0.026,-32.303,226.233,-9.253,5.645,1.066
-8.236,0.025,0.058,76.833,249.236,13.157,2.146,0.681
-8.319,-0.042,-0.028,-19.220,211.952,-1.803,6.613,1.469
-8.258,0.004,0.092,24.842,249.970,17.421,7.233,1.649
-8.320,0.056,-0.014,-2.143,222.141,86.938,8.928,2.127
-8.227,-0.005,0.045,-27.032,233.394,13.032,6.511,1.220
-8.240,-0.036,0.056,-40.377,203.357,-9.349,7.389,1.678
-8.361,-0.018,0.069,-37.225,181.303,-24.503,6.651,1.625
-8.322,0.019,-0.038,15.261,247.609,-3.252,3.512,0.659
-8.245,-0.049,0.042,-8.252,232.817,17.177,7.392,1.651
-8.237,-0.005,-0.009,-19.821,225.882,12.298,8.770,2.169
-8.261,-0.032,-0.025,-31.637,189.326,9.731,6.133,1.163
-8.279,0.070,0.015,-5.724,255.399,-9.657,4.572,0.745
-8.268,0.018,0.095,26.937,233.826,10.139,7.923,1.884
-8.283,0.053,0.080,35.094,226.355,40.917,4.238,0.803
-8.273,0.044,-0.024,-30.481,233.675,-9.981,5.879,1.025
-8.304,-0.072,0.048,1.351,244.175,0.471,7.678,1.719
-8.273,-0.036,0.089,18.959,228.940,26.785,8.904,2.200
-8.243,-0.026,0.071,0.730,213.292,14.533,6.404,1.395
-8.332,0.008,0.097,18.739,226.056,20.511,8.282,1.847
-8.237,-0.033,0.050,-73.593,237.740,-26.662,7.704,1.748
-8.330,-0.066,0.045,3.163,225.180,-27.087,6.420,1.323
-8.230,-0.024,0.025,21.066,248.730,9.598,8.918,1.957
-8.373,0.004,0.041,47.683,219.485,-9.340,8.442,2.192
-8.299,0.049,-0.026,-45.182,206.555,-0.328,4.723,0.823
-8.285,-0.072,0.017,-48.650,280.389,15.158,3.373,0.843
-8.264,0.054,-0.007,-65.634,205.608,22.580,7.101,1.523
-8.299,0.057,0.078,42.833,266.318,-17.112,3.918,0.696
-8.335,0.027,0.090,24.825,226.563,-8.182,8.835,2.197
-8.233,-0.020,0.055,-8.325,233.150,2.953,8.095,1.732
-8.266,0.014,-0.035,8.854,262.941,14.144,6.452,1.240
-8.227,0.009,0.042,-2.531,239.689,0.518,8.927,2.149
-8.319,0.066,0.058,31.357,201.006,37.210,7.572,1.701
-8.310,-0.067,-0.001,-33.021,223.297,-8.846,7.201,1.598
-8.325,0.024,0.096,-10.070,188.275,22.158,8.300,1.946
-8.372,0.010,0.044,-14.457,270.090,-21.536,5.887,1.369
-8.305,0.060,-0.014,-41.445,194.348,-10.090,4.201,0.829
-8.336,0.049,0.073,27.464,246.727,-3.318,3.927,0.677
-8.319,0.014,-0.041,-46.023,199.233,-5.222,6.157,1.140
-8.294,-0.034,0.096,54.792,201.933,-16.299,1.255,1.261
-8.327,0.003,-0.039,6.878,227.942,-4.129,9.226,2.515
-8.271,0.047,-0.020,-34.556,227.687,-25.404,3.453,0.688
-8.299,-0.051,-0.024,42.566,224.800,13.663,4.427,0.800
-8.287,-0.056,0.078,42.705,251.237,20.639,7.867,1.699
-8.288,-0.015,-0.042,39.008,242.986,-9.003,5.403,1.013
-8.295,-0.074,0.038,2.915,239.190,7.222,4.227,0.717
-8.331,0.016,0.095,12.566,182.167,13.127,6.264,1.340
-8.328,-0.048,0.080,-33.100,262.969,-3.745,5.280,0.908
-8.246,0.005,-0.021,38.904,232.573,3.803,7.973,1.826
-8.298,-0.069,0.057,6.933,209.669,3.964,4.857,0.829
